mno_visit_lady_2|{s12} besuchen
mno_visit_lady_3|{s12} besuchen
mno_visit_lady_3_door|Tür zum Garten.
mno_visit_lady_4|{s12} besuchen
mno_visit_lady_5|{s12} besuchen
mno_visit_lady_6|{s12} besuchen
mno_visit_lady_7|Besucht {s12}
mno_visit_lady_8|Besucht {s12}
mno_leave|Verlassen
menu_town_tournament_lost|Ihr seid aus dem Turnier ausgeschieden.{s8}
mno_continue|Weiter ...
menu_town_tournament_won|Ihr habt das Turnier von {s3} gewonnen! Euer Herz schäumt vor Stolz über, als die Menge Euren Namen skandiert. Zusätzlich zu Ruhm und Ehre erhaltet Ihr noch ein Preisgeld in Höhe von {reg9} Dinaren. {s8}
mno_continue|Weiter ...
menu_town_tournament_won_by_another|{s1}, einziger bis heute ungeschlagener Teilnehmer, gewinnt das Preisgeld und die Ehren dieses Turniers.
mno_continue|Weiter ...
menu_town_tournament|{s1}Ihr seid auf Rang {reg0} des Turniers und {reg1} Teilnehmer sind noch dabei. In der nächsten Runde gibt es {reg2} Mannschaften mit je {reg3} {reg4?Kämpfern:Kämpfer}.
mno_tournament_view_participants|Teilnehmerliste einsehen.
mno_tournament_bet|Platziert eine Wette auf Euch selbst.
mno_tournament_join_next_fight|Kämpft in der nächsten Runde.
mno_leave_tournament|Zieht Euch aus dem Turnier zurück.
menu_tournament_withdraw_verify|Seid Ihr sicher, Euch aus dem Turnier zurückziehen zu wollen?
mno_tournament_withdraw_yes|Ja, die Lage ist aussichtslos!
mno_tournament_withdraw_no|Nein, nicht so lange noch Hoffnung auf den Sieg besteht!
menu_tournament_bet|Die Wettquoten gegen Euch sind {reg5} zu {reg6}.{reg1? Ihr habt schon {reg1} Dinare auf Euch selbst gesetzt und wenn Ihr gewinnt, erhaltet Ihr {reg2} Dinare.:} Wie viel wollt Ihr setzen?
mno_bet_100_denars|100 Dinare.
mno_bet_50_denars|50 Dinare.
mno_bet_20_denars|20 Dinare.
mno_bet_10_denars|10 Dinare.
mno_bet_5_denars|5 Dinare.
mno_go_back_dot|Zurück.
menu_tournament_bet_confirm|Wenn Ihr {reg1} Dinare setzt, erhaltet Ihr im Falle eines Sieges {reg2} Dinare. Ist das in Ordnung?
mno_tournament_bet_accept|So sei es.
mno_tournament_bet_cancel|Vergesst es.
menu_tournament_participants|Ihr fragt einen der Ausrufer nach den Namen der Turnierteilnehmer. Es sind:^{s11}
mno_go_back_dot|Zurück.
menu_collect_taxes|Als das Truppenmitglied mit dem höchsten Handelsgeschick ({reg2}), {reg3?erwartet Ihr: erwartet{s1}}, dass die Steuereintreibung etwa {reg4} Tage dauern wird...
mno_start_collecting|Beginnt mit dem Eintreiben.
mno_collect_later|Treibt die Steuern später ein.
menu_collect_taxes_complete|Ihr habt {reg3} Dinare an Steuern von {s3} eingetrieben. {s19} erwartet, dass Ihr ihm das Geld bringt.
mno_continue|Weiter ...
menu_collect_taxes_rebels_killed|Euer schnelles Handeln und Euer starker Arm haben die Revolte erfolgreich niedergeschlagen. Sicherlich wird jeder, der sich gegen Euch auflehnen will, sich hiernach eines Besseren besinnen.
mno_continue|Weiter ...
menu_collect_taxes_failed|Ihr konntet nur {reg3} Dinare aus Steuern aus {s3} eintreiben, bevor die Revolte losbrach. {s1} wird nicht glücklich sein, aber ein paar Silberstücke werden ihn zufriedener stellen als leere Hände ...
mno_continue|Weiter ...
menu_collect_taxes_revolt_warning|Die Bewohner von {s3} sind entrüstet über Eure Forderungen und sehen sie als niedrigste Erpressung an. Sie werden sehr unruhig und könnten Euch zur Gefahr werden, wenn Ihr sie weiter unter Druck setzt.
mno_continue_collecting_taxes|Missachtet sie und fahrt fort.
mno_halve_taxes|Stimmt zu, den Steuersatz um die Hälfte zu verringern. ({s1} könnte verärgert sein)
menu_collect_taxes_revolt|Während Ihr die Steuern in {s3} eintreibt, werdet Ihr unliebsam gestört. Eine große Gruppe wütender {reg9?Bauern:Städter} marschiert unter Wutgeschrei über die horrenden Steuern herbei und schwenkt dabei Fackeln und Waffen. Es scheint, sie wollen mit Euch die Klingen kreuzen!
mno_continue|Weiter ...
menu_train_peasants_against_bandits|Als das Truppenmitglied mit der höchsten Ausbildungsfähigkeit ({reg2}), {reg3?schätzt Ihr: schätzt {s1}}, dass es in Etwa {reg4} Stunden dauern wird, einige Bauern zur Ausbildung bereit zu stellen.
mno_make_preparation|Bildet sie aus.
mno_train_later|Verschiebt die Ausbildung.
menu_train_peasants_against_bandits_ready|Ihr lehrt die Bauern die Grundlagen des Waffengangs, Disziplin und Gehorsam. Ihr seid der Ansicht, dass {reg0} von ihnen die Ausbildung komplett aufgefasst {reg1?haben:hat} und bereit für Übungen {reg1?sind:ist} .
mno_peasant_start_practice|Beginnt den Übungskampf.
menu_train_peasants_against_bandits_training_result|{s0}
mno_continue|Weiter ...
menu_train_peasants_against_bandits_attack|Als Ihr Euch für die Fortführung der Ausbildung bereit macht, kommt ein Wächter aus dem Dorf unter Alarmgeschrei herbei gerannt. Die Banditen wurden am Horizont gesichtet, beim scharfen Ritt nach {s3}. Der Älteste bittet Euch inständig, sie mit Eurer soeben ausgebildeten Miliz anzugreifen.
mno_peasants_against_bandits_attack_resist|Macht Euch bereit zum Kampf!
menu_train_peasants_against_bandits_attack_result|{s9}
mno_continue|Weiter ...
menu_train_peasants_against_bandits_success|Die Banditen sind geschlagen! Die wenigen noch übrig gebliebenen nehmen aus Furcht vor den Bauern und ihrem neuen Helden Reißaus. Die Dörfler nennen nach dieser Tortur nur noch wenig ihr Eigen, bieten Euch aber aus Dankbarkeit alles an, was sie haben.
mno_village_bandits_defeated_accept|Nehmt es; es steht Euch zu.
mno_village_bandits_defeated_cont|Weist das Angebot zurück; sie benötigen es dringender als Ihr.
menu_disembark|Wollt Ihr aussteigen?
mno_disembark_yes|Ja.
mno_disembark_no|Nein.
menu_ship_reembark|Wollt Ihr einsteigen?
mno_reembark_yes|Ja.
mno_reembark_no|Nein.
menu_center_reports|Stadt: {s1}^Pachteinkünfte: {reg1} Dinare^Zolleinkünfte: {reg2} Dinare^Nahrungsvorräte: für {reg3} Tage
mno_to_price_and_productions|Preise und Produktion einsehen.
mno_go_back_dot|Zurück.
menu_price_and_production|Produktion:^(Bemerkung: Basis/modifiziert durch Rohmaterialien/modifiziert durch Materialien + Wohlstand)^{s1}^^Preisfaktoren:^{s2}
mno_go_back_dot|Zurück.
menu_town_trade|Ihr begebt Euch zum Marktplatz, dem Herzen der Stadt.
mno_assess_prices|Begutachtet die örtlichen Preise.
mno_trade_with_arms_merchant|Handelt mit dem Waffenschmied.
mno_trade_with_armor_merchant|Handelt mit dem Rüstungsschmied.
mno_trade_with_horse_merchant|Handelt mit dem Pferdehändler.
mno_trade_with_goods_merchant|Handelt mit dem Warenhändler.
mno_back_to_town_menu|Kehrt zurück.
menu_town_trade_assessment_begin|Ihr hört zufällig mehrere Diskussionen über die Preise der regionalen Handelsgüter. ^Aufmerksam lauscht Ihr und versucht, die besten Preise auszumachen.
mno_continue|Weiter ...
mno_go_back_dot|Zurück.
menu_town_trade_assessment|Als das Truppenmitglied mit der höchsten Handelsfertigkeit ({reg2}), {reg3?versucht ihr:versucht {s1}} herauszufinden, welches die besten Waren zum Handeln sind. {s2}
mno_continue|Weiter ...
menu_sneak_into_town_suceeded|Getarnt im Gewand eines armen Wallfahrers narrt Ihr die Wachen erfolgreich und schlüpft in die Stadt.
mno_continue|Weiter ...
menu_sneak_into_town_caught|Als Ihr versucht, unbemerkt in die Stadt zu schlüpfen, wird einer der Wachmänner auf Euch aufmerksam, erkennt Euch und schlägt Alarm! Ihr müsst durch das Stadttore fliehen, bevor sich alle Wachen der Stadt auf Euch stürzen!
mno_sneak_caught_fight|Versucht, Euch Euren Weg in die Freiheit zu erkämpfen!
mno_sneak_caught_surrender|Ergebt Euch.
menu_sneak_into_town_caught_dispersed_guards|Ihr schlagt die Wachen zurück und verwischt Eure Spuren, bevor Ihr Fersengeld gebt und Eure Verfolger im Gewirr der Straßen kinderleicht abschüttelt.
mno_continue|Weiter ...
menu_sneak_into_town_caught_ran_away|Sofort kehrt Ihr sicherheitshalber um und bringt Euch rasch auf dem Land in Sicherheit.{s11}
mno_continue|Weiter ...
menu_enemy_offer_ransom_for_prisoner|{s2} bietet Euch {reg12} Dinare in Silber, wenn Ihr ihm {s1} verkauft.
mno_ransom_accept|Nehmt das Angebot an.
mno_ransom_reject|Schlagt das Angebot aus.
menu_training_ground|Ihr nähert Euch einem Übungsplatz, wo Ihr Eure Kampffertigkeiten schärfen könnt. In welcher Disziplin wollt Ihr Eure Künste erproben?
mno_camp_trainer|Sprecht mit dem Ausbilder.
mno_camp_train_melee|Nahkampfübung.
mno_camp_train_archery|Fernkampfübung.
mno_camp_train_mounted|Reitübung.
mno_leave|Verlassen
menu_training_ground_selection_details_melee_1|Mit wie vielen Gegnern wollt Ihr es aufnehmen?
mno_camp_train_melee_num_men_1|Eins.
mno_camp_train_melee_num_men_2|Zwei.
mno_camp_train_melee_num_men_3|Drei.
mno_camp_train_melee_num_men_4|Vier
mno_go_back_dot|Zurück.
menu_training_ground_selection_details_melee_2|Wählt Euren Gegner #{reg1}:
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_s0|{s0}
mno_training_ground_selection_details_melee_random|Beliebig.
mno_go_back_dot|Zurück.
menu_training_ground_selection_details_mounted|Mit welcher Waffe wollt Ihr üben?
mno_camp_train_mounted_details_1|Einhandwaffe.
mno_camp_train_mounted_details_2|Stangenwaffe.
mno_camp_train_mounted_details_3|Bogen.
mno_camp_train_mounted_details_4|Wurfwaffe.
mno_go_back_dot|Zurück.
menu_training_ground_selection_details_ranged_1|Mit welcher Fernwaffe wollt Ihr üben?
mno_camp_train_ranged_weapon_bow|Pfeil und Bogen.
mno_camp_train_ranged_weapon_crossbow|Ambrust.
mno_camp_train_ranged_weapon_thrown|Wurfmesser.
mno_go_back_dot|Zurück.
menu_training_ground_selection_details_ranged_2|Auf welche Entfernung wollt Ihr üben?
mno_camp_train_ranged_details_1|10 Schritt.
mno_camp_train_ranged_details_2|20 Schritt.
mno_camp_train_ranged_details_3|30 Schritt.
mno_camp_train_ranged_details_4|40 Schritt.
mno_camp_train_ranged_details_5|50 Schritt.
mno_camp_train_ranged_details_6|60 Schritt.
mno_camp_train_ranged_details_7|70 Schritt.
mno_go_back_dot|Zurück.
menu_training_ground_description|{s0}
mno_continue|Weiter ...
menu_training_ground_training_result|{s7}{s2}
mno_continue|Weiter ...
menu_marshall_selection_candidate_ask|{s15} wird bald einen neuen Marschall für {s23} auswählen. Einige der Fürsten haben Euch als möglichen Kandidaten erwähnt.
mno_marshall_candidate_accept|Lasst {s15} wissen, dass Ihr gewillt seid, als Marschall zu dienen.
mno_marshall_candidate_reject|Teilt allen mit, dass ihr in diesen Tagen zu beschäftigt seid.
menu_captivity_avoid_wilderness|Plötzlich wird die Welt schwarz um Euch. Viele Stunden später kommt Ihr wieder zu Euch und findet Euch an der selben Stelle wieder, wo Ihr fielt. Eure Feinde haben Euch offensichtlich für tot gehalten und auf dem Schlachtfeld liegen gelassen. Doch scheint es, dass keine Eurer Wunden tödlich waren und obschon Ihr Euch miserabel fühlt, entdeckt Ihr, dass Ihr noch laufen könnt. Ihr erhebt Euch und macht Euch auf die Suche nach anderen Überlebenden aus eurer Gruppe.
menu_captivity_start_wilderness|Stub
menu_captivity_start_wilderness_surrender|Stub
menu_captivity_start_wilderness_defeat|Eure Feinde nehmen Euch gefangen.
menu_captivity_start_castle_surrender|Stub
menu_captivity_start_castle_defeat|Stub
menu_captivity_start_under_siege_defeat|Eure Feinde nehmen Euch gefangen genommen.
menu_captivity_wilderness_taken_prisoner|Eure Feinde nehmen Euch gefangen genommen.
mno_continue|Weiter ...
menu_captivity_wilderness_check|stub
menu_captivity_end_wilderness_escape|Nach leidvollen Tagen der Verschleppung bietet sich Euch eine Gelegenheit und Ihr flieht vor Euren Peinigern!
mno_continue|Weiter ...
menu_captivity_castle_taken_prisoner|Ihr seid schnell von Wachen umringt, die Euch Eure Waffen abnehmen. Unter Flüchen und Beleidigungen werfen sie Euch ins Verlies, wo Ihr in elender Gefangenschaft darben müsst.
mno_continue|Weiter ...
menu_captivity_rescue_lord_taken_prisoner|Ihr bleibt so lange wie möglich getarnt, bevor Ihr Euch zeigt. Die Wachen sind erbost und verdreschen Euch aufs Garstigste, bevor sie Euch wieder für unbestimmte Zeit in die Zelle werfen ...
mno_continue|Weiter ...
menu_captivity_castle_check|stub
menu_captivity_end_exchanged_with_prisoner|Nach Tagen der Einkerkerung lässt man Euch endlich frei, als Ihr gegen einen andern Gefangenen ausgetauscht werdet.
mno_continue|Weiter ...
menu_captivity_end_propose_ransom|Ihr verbringt lange Stunden in der lichtlosen Düsternis des Verlieses, mehr Stunden, als Ihr zählen könnt. Plötzlich betritt einer Eurer Peiniger Eure Zelle und unterbreitet Euch ein Angebot.
mno_captivity_end_ransom_accept|Nehmt das Angebot an.
mno_captivity_end_ransom_deny|Weist es zurück und wartet auf ein besseres.
menu_captivity_castle_remain|Weitere Tage verstreichen in der Dunkelheit Eurer Zelle. Ihr ertragt sie, so gut Ihr könnt, erduldet die Tritte und Flüche der Wachen und werdet Zeuge, wie Euer unterernährter Körper zusehends dahin schwindet ...
mno_continue|Weiter ...
menu_kingdom_army_quest_report_to_army|{s8} meldet seinen Wunsch an, dass Ihr Euch seinem neuen Feldzug anschließt. Ihr müsst mindestens {reg13} Soldaten in die Armee einbringen und man weist Euch an, schleunigst weitere Männer zu rekrutieren, solltet Ihr nicht über genügend viele Männer verfügen.
mno_continue|Weiter ...
menu_kingdom_army_quest_messenger|{s8} lässt melden, dass er mit Euch über eine zu erledigende Aufgabe sprechen möchte. Er bittet Euch, ihn so schnell als möglich aufzusuchen.
mno_continue|Weiter ...
menu_kingdom_army_quest_join_siege_order|{s8} lässt melden, dass Ihr Euch der Belagerung von {s9} zur Vorbereitung auf einen Großangriff anschließen sollt. Eure Soldaten sollen {s9} um jeden Preis einnehmen.
mno_continue|Weiter ...
menu_kingdom_army_follow_failed|Euch ist es nicht gelungen, {s8} zu folgen. Zwar nimmt der Marschall an, dass Ihr anderweitig beschäftigt wart, doch hätte er Eure Unterstützung gut gebrauchen können.
mno_continue|Weiter ...
menu_invite_player_to_faction_without_center|Ihr erhaltet ein Angebot auf Vasallentum!^^ {s8} von {s9} hat einen königlichen Herold ausgesandt, um Euch persönlich eine Einladung zu überbringen. Euch würde die Ehre zuteil, ein Vasall von {Fürst/Fürstin} von {s9} zu werden und {s8} erbittet im Gegenzug, ihm einen Treueschwur zu leisten und in seinen Feldzügen zu kämpfen. Ländereien oder Titel bietet er Euch nicht. Er wird es sicherlich als Beleidigung ansehen, wenn Ihr das Angebot ausschlagt ...
mno_faction_accept|Annehmen!
mno_faction_reject|Schlagt die Einladung aus.
menu_invite_player_to_faction|Ihr erhaltet ein Angebot auf Vasallentum!^^ {s8} von {s9} hat einen königlichen Herold ausgesandt, um Euch persönlich eine Einladung zu überbringen. Euch würde die Ehre zuteil, ein Vasall von {Fürst/Fürstin} von {s9} zu werden und {s8} erbittet im Gegenzug, ihm einen Treueschwur zu leisten und in seinen Feldzügen zu kämpfen. Ländereien oder Titel bietet er Euch nicht. Er wird es sicherlich als Beleidigung ansehen, wenn Ihr das Angebot ausschlagt ...
mno_faction_accept|Annehmen!
mno_faction_reject|Schlagt die Einladung aus.
menu_invite_player_to_faction_accepted|Um ein Vasall zu werden, müsst Ihr {s3} einen Treueschwur geloben. Dazu müsst Ihr ihn finden und ihm den Eid höchstpersönlich schwören. {s5}
mno_continue|Weiter ...
menu_question_peace_offer|Ihr erhaltet ein Friedensangebot^^Die {s1} bieten Euch ein Friedensabkommen an. Wie lautet Eure Antwort?
mno_peace_offer_accept|Annehmen
mno_peace_offer_reject|Zurückweisen
menu_notification_truce_expired|Waffenstillstand ist abgelaufen^^Die Waffenruhe zwischen {s1} und {s2} ist beendet.
mno_continue|Weiter ...
menu_notification_feast_quest_expired|{s10}
mno_continue|Weiter ...
menu_notification_sortie_possible|Feind gesichtet: Feinde wurden vor den Mauern von {s4} gesichtet und {s5} nebst Anderen bereiten sich auf einen Ausfall vor. Ihr könnt Euch ihnen anschließen, wenn Ihr wünscht.
mno_continue|Weiter ...
menu_notification_casus_belli_expired|Königreich bleibt untätig^^Das {s1} hat in keinster Weise auf {s2}s Provokationen reagiert und somit verliert {s3} sein Gesicht gegenüber {reg4?ihren:seinen} streitlustigeren Untertanen...^
mno_continue|Weiter ...
menu_notification_lord_defects|$Treuebruch: {s4} hat sich von den {s5} abgewendet und sich einschließlich {reg4?ihrer:seiner} Lehen den {s7} angeschlossen.$
mno_continue|Weiter ...
menu_notification_treason_indictment|Anklage wegen Verrat^^{s9}
mno_continue|Weiter ...
menu_notification_border_incident|Grenzstreitigkeiten^^Euch erreichen Gerüchte, wonach {s9}. Obschon Ihr den Wahrheitsgehalt dieser Gerüchte nicht zu betimmen vermagt, wisst Ihr eines mit Sicherheit -- dieser noch so kleine Zwischenfall hat für Anspannungen auf Seiten des {s4} gesorgt, wodurch diese, sofern sie es wünschen, einen Grund für einen Krieg gegen {s3} in der Hand hätten...
mno_continue|Weiter ...
menu_notification_player_faction_active|Nun besitzt Ihr Land, ohne jedoch an ein Königreich gebunden zu sein. Dies macht Euch selbst zu einem Monarchen, dessen Hof sich vorübergehend in {s12} befindet. Doch die anderen Könige Calradias werden Euch zuallererst als Bedrohung ansehen, denn wenn jeder dahergelaufene Kriegsfürst sich einen Thron schnappen kann, wird ihre eigene Legitimität in Frage gestellt.^^Ihr solltet vielleicht zunächst einem bestehenden Königreich die Treue schwören. Wenn Ihr hingegen weiterhin als souveräner Monarch regieren wollt, sollte Eure erste Handlung darin bestehen, Euch ein Recht auf unabhängige Regierung zu erwerben. Dieses Recht könnt Ihr auf verschiedene Weise erlangen – durch Heirat in eine hochgestellte Familie, Rekrutierung neuer Fürsten, Verwaltung Eurer Ländereien, Abkommen mit anderen Königen oder indem Ihr Euren Gefährten Missionen zuweist.^^Wie dem auch sei, Euer allererster Schritt sollte die Ernennung eines Ministers aus Eurem Gefährtenkreis sein, der sich um die Staatsangelegenheiten kümmert. Verschiedene Gefährten haben verschiedene Fähigkeiten.^Ihr könnt von Zeit zu Zeit neue Minister ernennen. Auch könnt Ihr den Ort Eures Hofes ändern, indem Ihr mit dem Minister sprecht.
mno_appoint_spouse|Ernennt Eure Gattin, {s10} ...
mno_appoint_npc1|Ernennt {s10}
mno_appoint_npc2|Ernennt {s10}
mno_appoint_npc3|Ernennt {s10}
mno_appoint_npc4|Ernennt {s10}
mno_appoint_npc5|Ernennt {s10}
mno_appoint_npc6|Ernennt {s10}
mno_appoint_npc7|Ernennt {s10}
mno_appoint_npc8|Ernennt {s10}
mno_appoint_npc9|Ernennt {s10}
mno_appoint_npc10|Ernennt {s10}
mno_appoint_npc11|Ernennt {s10}
mno_appoint_npc12|Ernennt {s10}
mno_appoint_npc13|Ernennt {s10}
mno_appoint_npc14|Ernennt {s10}
mno_appoint_npc15|Ernennt {s10}
mno_appoint_npc16|Ernennt {s10}
mno_appoint_default|Ernennt einen bekannten Bürger aus der näheren Umgebung ...
menu_minister_confirm|{s9} befindet sich an Eurem Hof in {s12}. Ihr solltet ihn oft um Rat ersuchen, damit sich ungelöste Probleme nicht unnötig anhäufen und am Ende Eure Autorität untergraben …
mno_continue|Weiter ...
menu_notification_court_lost|{s14}
mno_continue|Weiter ...
menu_notification_player_faction_deactive|Ihr besitzt keine Ländereien mehr.
mno_continue|Weiter ...
menu_notification_player_wedding_day|{s8} informiert Euch darüber, dass die Vorbereitungen für Eure Hochzeit in {s10} abgeschlossen sind und dass man unverzüglich Eure Anwesenheit erwartet.
mno_continue|Weiter ...
menu_notification_player_kingdom_holds_feast|{s11}
mno_continue|Weiter ...
menu_notification_center_under_siege|{s1} wurde von {s2} von {s3} belagert!
mno_continue|Weiter ...
menu_notification_village_raided|Feinde haben ein Lehen verheert^^{s1} wurde von {s2} von {s3} überfallen!
mno_continue|Weiter ...
menu_notification_village_raid_started|Euer Dorf wird angegriffen!^^{s2} von {s3} verheert {s1}.
mno_continue|Weiter ...
menu_notification_one_faction_left|Calradia von einem Königreich erobert^^{s1} hat alle Rivalen besiegt und steht nun als das alleinige Königreich da.
mno_continue|Weiter ...
menu_notification_oath_renounced_faction_defeated|Eure alte Fraktion wurde besiegt^^Ihr habt die Schlacht gegen {s1} gewonnen! Dies beendet Euren Kampf, der begann, als Ihr ihnen Euren Treueschwur entzogt.
mno_continue|Weiter ...
menu_notification_center_lost|Ein Grundbesitz ging verloren^^Ihr habt {s1} an {s2} verloren.
mno_continue|Weiter ...
menu_notification_troop_left_players_faction|Verrat!^^{s1} hat {s2} verlassen und sich {s3} angeschlossen.
mno_continue|Weiter ...
menu_notification_troop_joined_players_faction|Gute Nachricht!^^ {s1} hat {s2} den Rücken gekehrt und sich {s3} angeschlossen.
mno_continue|Weiter ...
menu_notification_war_declared|Kriegserklärung^^{s1} hat {s2} den Krieg erklärt!
mno_continue|Weiter ...
menu_notification_peace_declared|Friedensabkommen^^{s1} und {s2} haben Frieden geschlossen!^{s57}
mno_continue|Weiter ...
menu_notification_faction_defeated|Fraktion eliminiert^^{s1} existiert nicht mehr!
mno_continue|Weiter ...
menu_notification_rebels_switched_to_faction|Rebellion erfolgreich^^ Eure Rebellion hatte Erfolg! Eure Fraktion trägt nun den Alleinanspruch auf den Titel von {s11}, mit {s12} als Alleinherrscher.
mno_continue|Weiter ...
menu_notification_player_should_consult|Euer Minister lässt melden, dass sich Probleme im Reich zusammenbrauen, die im Falle der Vernachlässigung Eure Autorität untergraben könnten. Ihr solltet Euch so schnell als möglich mit ihm beraten.
mno_continue|Weiter ...
menu_notification_player_feast_in_progress|Festmahl in Vorbereitung^^Eure Gemahlin hat mit den Vorbereitungen für ein Festmahl in Eurer Halle in {s11} begonnen.
mno_continue|Weiter ...
menu_notification_lady_requests_visit|Eine ältere Frau nähert sich Eurer Gruppe und übergibt einem der Männer einen mit einfachem Wachs versiegelten Brief. Er ist an Euch adressiert. Als Ihr das Siegel brecht, seht Ihr, dass der Brief von {s15} stammt. Im Brief steht: 'Ich habe Euren letzten Besuch so sehr genossen. {s14}. Ich bin momentan in {s10}.{s12}
mno_continue|Weiter ...
mno_continue|Weiter ...
menu_garden|{s12}
mno_enter|Eintreten
mno_nurse|Wartet bei der Quelle
mno_nurse|Wartet bei der Quelle
mno_leave|Verlassen
menu_kill_local_merchant_begin|Ihr entdeckt Euer Opfer und folgt ihm unauffällig, wobei Ihr beobachtet, wie er in einer dunklen Gasse um die Ecke geht. Eine bessere Gelegenheit, ihn anzugreifen, könntet Ihr Euch gar nicht wünschen.
mno_continue|Weiter ...
menu_debug_alert_from_s65|DEBUG ALERT: {s65}
mno_continue|Weiter ...
menu_auto_return_to_map|stub
menu_bandit_lair|{s3}
mno_continue_1|Versteck angreifen …
mno_leave_no_attack|Verlassen …
mno_leave_victory|Weiter ...
mno_leave_defeat|Weiter ...
menu_notification_player_faction_political_issue_resolved|Nach Beratung mit den Fürsten des Reiches entschloss sich {s10} dazu, {s11} an {s12} zu geben.
mno_continue|Weiter ...
menu_notification_player_faction_political_issue_resolved_for_player|Nach ausführlicher Beratung mit den Fürsten des Reiches entschließt sich {s10} dazu, {s11} Euch zu übertragen. Ihr könnt die Ehre zurückweisen, doch würde dies eventuell bedeuten, in Zukunft weniger Belohnungen zu erhalten.{s12}
mno_accept|Ehre annehmen
mno_decline|Ehre ablehnen
mno_continue|Weiter ...
menu_start_phase_3|{s16}^^Als Ihr die Schänke in {s1} erreicht, seid Ihr erschöpft von der langen Reise und schlaft schnell ein. Voller Tatendrang erwacht Ihr jedoch schon vor Anbruch der Morgendämmerung und entschließt Euch dazu, Eure Umgebung kennenzulernen. Neugierig zieht Ihr durch die menschenleeren Straßen der Stadt. Plötzlich hört Ihr ein Geräusch, das Euch das Blut in den Adern gefrieren lässt -- das Schaben einer Klinge, die aus ihrer Scheide gezogen wird.
mno_continue|Weiter ...
menu_start_phase_4|{s11}
mno_continue|Weiter ...
mno_continue|Weiter ...
menu_lost_tavern_duel|{s11}
mno_continue|Weiter ...
menu_establish_court|Um Euren Hof in {s4} abzuhalten, müssen einige kleinere dekorative Maßnahmen getroffen werden. Vor allem benötigen wir Werkzeug und einen Ballen Samt. Zudem wird es eine kleine Weile dauern, um Eure Gefolgsleute hier zu versammeln. Wollt Ihr fortfahren?
mno_establish|Etabliert Euren Hof in {s4}
mno_continue|Weiter ...
menu_notification_relieved_as_marshal|{s4} klärt Euch darüber auf, dass Eure Dienste als Marschall nicht länger von Nöten sind. Zu Ehren Eurer heldenhaften Taten im Dienste des Reichs während der letzten {reg4} Tage jedoch belohnt {reg5?sie:er} Euch mit einer finanziellen Zuwendung in Höhe von {reg5} Dinaren.
mno_continue|Weiter ...
